0.11441  	0.43872  	0.38665  	0.30063  	0.03745  	0.34853  	0.41872  	0.38802  	0.39919  	-0.2006  	0.07800  	1.02663  	0.25620  	-0.1355  	-0.8538  	0.22828  	0.27871  	-0.1535  	-0.3519  	-0.6472  	-0.1137  	0.18867  	0.62818  	-0.3397  	-0.0973  	-0.2498  	0.52949  	-0.8619  	-0.3603  	0.00941  	0.00125  	-0.0792  	0.24215  	-0.0803  	-0.0859  	-0.1074  	0.45727  	0.25439  	-0.2186  	-0.1879  	0.18503  	-0.2435  	0.21383  	0.07397  	-0.1191  	-0.0182  	-0.0341  	0.21137  	0.13910  	-0.0242  	0.02620  	-0.0053  	0.02520  	0.00930  	-0.0185  	-0.0086  	-0.0257  	0.01183  	-0.0192  	0.00440  	-0.0322  	0.00847  	0.03329  	0.05593  	0.19001  	0.53469  	-0.0778  	-0.0215  	0.04715  	0.78912  	1.05021  	118.291  	106.653  	
0.15041  	0.42609  	0.41647  	0.41426  	0.16558  	0.42086  	0.44378  	0.34868  	0.35378  	-0.1645  	-0.0769  	0.97722  	0.32845  	-0.0585  	-0.8864  	0.23409  	0.25954  	-0.1315  	-0.3645  	-0.6219  	-0.2388  	0.18664  	0.53049  	-0.3476  	0.01943  	-0.2690  	0.56644  	-0.7821  	-0.2473  	0.05582  	-0.0027  	-0.1003  	0.22216  	-0.0807  	-0.0866  	-0.0469  	0.36804  	0.19434  	-0.1895  	-0.1497  	0.16690  	-0.2333  	0.21582  	0.08416  	-0.1124  	-0.0176  	-0.0425  	0.22477  	0.14977  	-0.0230  	0.03947  	-0.0094  	0.02469  	0.00124  	-0.0148  	-0.0070  	-0.0256  	0.00930  	-0.0164  	0.00212  	-0.0333  	0.01157  	0.04349  	0.05399  	0.18920  	0.54459  	-0.0783  	-0.0228  	0.04500  	0.76768  	1.05021  	118.291  	106.653  	
0.18612  	0.42229  	0.41758  	0.40364  	0.17377  	0.38993  	0.46374  	0.31990  	0.33858  	-0.0766  	-0.2401  	0.88266  	0.37766  	-0.0210  	-0.8327  	0.09974  	0.25017  	-0.1177  	-0.3526  	-0.6528  	-0.3478  	0.26614  	0.52411  	-0.4225  	0.11549  	-0.2802  	0.54646  	-0.7482  	-0.1375  	0.08949  	-0.0048  	-0.1215  	0.20496  	-0.0767  	-0.1587  	-0.0018  	0.29314  	0.16630  	-0.1154  	-0.1019  	0.18062  	-0.2313  	0.22358  	0.10351  	-0.1123  	-0.0205  	-0.0506  	0.24870  	0.16137  	-0.0294  	0.05152  	-0.0115  	0.02584  	-0.0010  	-0.0134  	0.00291  	-0.0207  	0.00409  	-0.0168  	0.01011  	-0.0341  	0.00860  	0.03396  	0.05553  	0.18739  	0.55170  	-0.0789  	-0.0238  	0.04313  	0.75049  	1.05021  	118.291  	106.653  	
0.12756  	0.37428  	0.26556  	0.42143  	0.19417  	0.27866  	0.48929  	0.26711  	0.31975  	-0.0344  	-0.3266  	0.75549  	0.35747  	0.00245  	-0.7116  	-0.0750  	0.27058  	-0.1695  	-0.3607  	-0.6558  	-0.3888  	0.31762  	0.52816  	-0.3637  	0.20988  	-0.2901  	0.66095  	-0.8001  	-0.0783  	0.13706  	-0.0302  	-0.1198  	0.15644  	-0.0775  	-0.1388  	0.00241  	0.27042  	0.13591  	-0.1186  	-0.0524  	0.14648  	-0.2061  	0.19854  	0.09453  	-0.1049  	-0.0267  	-0.0510  	0.24098  	0.16836  	-0.0315  	0.05179  	-0.0105  	0.01887  	0.00477  	-0.0180  	-0.0015  	-0.0217  	0.00467  	-0.0162  	0.00871  	-0.0403  	0.00560  	0.03366  	0.04863  	0.18458  	0.55602  	-0.0794  	-0.0245  	0.04155  	0.73754  	1.05021  	118.291  	106.653  	
0.14906  	0.36077  	0.16224  	0.53966  	0.24992  	0.32955  	0.43064  	0.28975  	0.30378  	-0.1464  	-0.3601  	0.88623  	0.36520  	-0.0868  	-0.6988  	0.03721  	0.29871  	-0.1715  	-0.3580  	-0.6970  	-0.3932  	0.30559  	0.53880  	-0.3909  	0.14951  	-0.2555  	0.62730  	-0.7379  	-0.0736  	0.12222  	-0.0182  	-0.1172  	0.18821  	-0.0699  	-0.1472  	0.00248  	0.21849  	0.14069  	-0.1221  	-0.0690  	0.11749  	-0.2000  	0.19854  	0.08075  	-0.1069  	-0.0179  	-0.0462  	0.24094  	0.16148  	-0.0282  	0.04906  	-0.0085  	0.01747  	-0.0001  	-0.0147  	-0.0054  	-0.0206  	0.00167  	-0.0108  	0.00184  	-0.0392  	-0.0034  	0.02716  	0.05085  	0.18077  	0.55755  	-0.0801  	-0.0248  	0.04027  	0.72884  	1.05021  	118.291  	106.653  	
0.17329  	0.38416  	0.26404  	0.50797  	0.21599  	0.40811  	0.47538  	0.34558  	0.32059  	-0.1733  	-0.2536  	0.92813  	0.34796  	-0.0209  	-0.6827  	0.06708  	0.26097  	-0.1530  	-0.3614  	-0.6481  	-0.3277  	0.30310  	0.53786  	-0.3812  	0.09062  	-0.2765  	0.57737  	-0.7693  	-0.1213  	0.09088  	-0.0353  	-0.1150  	0.20398  	-0.0753  	-0.1156  	-0.0161  	0.28661  	0.16987  	-0.1524  	-0.0765  	0.15254  	-0.2105  	0.20054  	0.09477  	-0.1079  	-0.0153  	-0.0472  	0.23910  	0.15480  	-0.0228  	0.05008  	-0.0118  	0.02081  	-0.0074  	-0.0173  	0.00088  	-0.0230  	0.00561  	-0.0173  	0.00454  	-0.0362  	0.00202  	0.02527  	0.04982  	0.17597  	0.55630  	-0.0807  	-0.0249  	0.03927  	0.72439  	1.05021  	118.291  	106.653  	
0.15571  	0.38662  	0.34162  	0.50694  	0.21489  	0.45887  	0.48996  	0.34796  	0.33130  	-0.1723  	-0.2450  	0.89756  	0.34991  	-0.0432  	-0.7934  	0.15400  	0.25339  	-0.1337  	-0.3753  	-0.6133  	-0.3437  	0.27476  	0.48021  	-0.4173  	0.13089  	-0.2823  	0.53579  	-0.7076  	-0.0973  	0.09740  	-0.0201  	-0.1225  	0.20155  	-0.0668  	-0.1593  	-0.0147  	0.26907  	0.15805  	-0.1081  	-0.0802  	0.19251  	-0.2300  	0.22193  	0.09470  	-0.1062  	-0.0195  	-0.0528  	0.23571  	0.15710  	-0.0299  	0.04639  	-0.0094  	0.02374  	-0.0049  	-0.0165  	-0.0079  	-0.0224  	0.00932  	-0.0154  	0.00236  	-0.0415  	0.00715  	0.03329  	0.04998  	0.17016  	0.55226  	-0.0814  	-0.0246  	0.03856  	0.72419  	1.05021  	118.291  	106.653  	
0.08794  	0.41693  	0.32532  	0.41892  	0.21453  	0.36457  	0.52431  	0.32960  	0.32034  	-0.0651  	-0.3120  	0.81635  	0.43785  	0.11609  	-0.7095  	-0.0201  	0.20653  	-0.1135  	-0.3803  	-0.6142  	-0.3776  	0.32128  	0.44497  	-0.3919  	0.20647  	-0.3027  	0.56545  	-0.7502  	-0.0483  	0.12439  	-0.0018  	-0.1511  	0.18078  	-0.0683  	-0.1936  	0.01505  	0.22633  	0.14480  	-0.0981  	-0.0321  	0.17906  	-0.2174  	0.20290  	0.10695  	-0.1223  	-0.0236  	-0.0426  	0.24389  	0.16277  	-0.0296  	0.04538  	-0.0092  	0.01932  	0.00080  	-0.0148  	-0.0051  	-0.0243  	0.00981  	-0.0168  	0.00503  	-0.0357  	0.01190  	0.02711  	0.04522  	0.16043  	0.54386  	-0.0801  	-0.0237  	0.03824  	0.71929  	1.05021  	118.291  	106.653  	
-0.2166  	0.28477  	0.07420  	0.46563  	0.28372  	0.04166  	0.49535  	0.24718  	0.26174  	-0.0645  	-0.0531  	0.99193  	0.34573  	0.00417  	-0.8200  	0.03594  	0.23311  	-0.0723  	-0.3731  	-0.4710  	-0.3341  	0.20029  	0.35099  	-0.2981  	0.05735  	-0.2706  	0.55142  	-0.6292  	-0.1022  	0.07703  	-0.0307  	-0.1148  	0.23358  	-0.0814  	-0.0981  	0.02822  	0.24706  	0.12802  	-0.1779  	-0.0177  	0.14048  	-0.2055  	0.12941  	0.07871  	-0.1102  	-0.0209  	-0.0269  	0.20983  	0.13845  	-0.0324  	0.04532  	-0.0101  	0.00788  	-0.0007  	-0.0154  	-0.0106  	-0.0223  	-2.5339  	-0.0122  	0.00356  	-0.0238  	0.00169  	0.00892  	0.04056  	0.14942  	0.53076  	-0.0798  	-0.0230  	0.03824  	0.72785  	1.05021  	118.291  	106.653  	
-0.5039  	0.18093  	-0.0988  	0.40219  	0.28608  	-0.0901  	0.40936  	0.14918  	0.26282  	-0.0020  	-0.0166  	1.16545  	0.28548  	-0.2385  	-0.9897  	0.06043  	0.20221  	0.03125  	-0.4064  	-0.3619  	-0.4718  	0.12687  	0.36598  	-0.3823  	-0.0678  	-0.2286  	0.22806  	-0.3801  	0.01928  	0.05037  	0.00760  	-0.1677  	0.23847  	-0.0494  	-0.2061  	0.02010  	0.09421  	0.11588  	-0.1218  	-0.0405  	0.14902  	-0.2203  	0.13358  	0.04263  	-0.1125  	-0.0291  	-0.0149  	0.20558  	0.12802  	-0.0332  	0.04059  	-0.0192  	0.01126  	0.00189  	-0.0195  	-0.0257  	-0.0120  	0.00741  	-0.0184  	-0.0036  	-0.0401  	0.00345  	0.03303  	0.05058  	0.13993  	0.51639  	-0.0806  	-0.0219  	0.03841  	0.76151  	1.05021  	118.291  	106.653  	
