-0.1038  	-0.1610  	-0.0946  	0.07310  	0.10499  	-0.3835  	-0.2531  	0.27416  	0.37109  	-0.0516  	-0.3145  	-0.2984  	0.24686  	0.07670  	-0.2262  	1.13297  	0.14808  	0.09904  	0.28921  	1.18071  	0.50774  	0.07567  	-0.4138  	0.64387  	0.73551  	-0.3362  	0.24289  	-0.3064  	-0.1520  	0.07814  	-0.3500  	0.30040  	0.23454  	-0.1262  	0.64946  	-0.1418  	0.40307  	-0.1260  	-0.2329  	0.38098  	-0.0246  	-0.0196  	-0.0437  	0.14681  	0.08629  	-0.0206  	0.04761  	-0.1457  	-0.0463  	-0.0467  	-0.0675  	-0.0438  	-0.0160  	-0.0292  	-0.0336  	-0.0126  	-0.0040  	-0.0039  	-0.0172  	0.00670  	-0.0015  	0.01093  	0.05949  	0.00796  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.1038  	-0.1610  	-0.0946  	0.07310  	0.10499  	-0.3835  	-0.2531  	0.27416  	0.37109  	-0.0516  	-0.3145  	-0.2984  	0.24686  	0.07670  	-0.2262  	1.13297  	0.14808  	0.09904  	0.28921  	1.18071  	0.50774  	0.07567  	-0.4138  	0.64387  	0.73551  	-0.3362  	0.24289  	-0.3064  	-0.1520  	0.07814  	-0.3500  	0.30040  	0.23454  	-0.1262  	0.64946  	-0.1418  	0.40307  	-0.1260  	-0.2329  	0.38098  	-0.0246  	-0.0196  	-0.0437  	0.14681  	0.08629  	-0.0206  	0.04761  	-0.1457  	-0.0463  	-0.0467  	-0.0675  	-0.0438  	-0.0160  	-0.0292  	-0.0336  	-0.0126  	-0.0040  	-0.0039  	-0.0172  	0.00670  	-0.0015  	0.01093  	0.05949  	0.00796  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.1038  	-0.1610  	-0.0946  	0.07310  	0.10499  	-0.3835  	-0.2531  	0.27416  	0.37109  	-0.0516  	-0.3145  	-0.2984  	0.24686  	0.07670  	-0.2262  	1.13297  	0.14808  	0.09904  	0.28921  	1.18071  	0.50774  	0.07567  	-0.4138  	0.64387  	0.73551  	-0.3362  	0.24289  	-0.3064  	-0.1520  	0.07814  	-0.3500  	0.30040  	0.23454  	-0.1262  	0.64946  	-0.1418  	0.40307  	-0.1260  	-0.2329  	0.38098  	-0.0246  	-0.0196  	-0.0437  	0.14681  	0.08629  	-0.0206  	0.04761  	-0.1457  	-0.0463  	-0.0467  	-0.0675  	-0.0438  	-0.0160  	-0.0292  	-0.0336  	-0.0126  	-0.0040  	-0.0039  	-0.0172  	0.00670  	-0.0015  	0.01093  	0.05949  	0.00796  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.1922  	-0.1732  	-0.1401  	0.01532  	0.13900  	-0.4657  	-0.2562  	0.18920  	0.32411  	0.00263  	-0.3002  	-0.3078  	0.23367  	0.00047  	-0.3591  	1.11863  	0.11669  	0.16398  	0.26900  	1.23159  	0.43339  	0.02593  	-0.4896  	0.60768  	0.73617  	-0.3290  	0.17461  	-0.1957  	-0.0795  	0.05950  	-0.3472  	0.28679  	0.24055  	-0.1239  	0.62590  	-0.0896  	0.33030  	-0.1608  	-0.2146  	0.40605  	0.00466  	0.00124  	-0.0514  	0.13579  	0.08125  	-0.0201  	0.05007  	-0.1421  	-0.0541  	-0.0408  	-0.0591  	-0.0438  	-0.0146  	-0.0311  	-0.0301  	-0.0132  	0.00209  	-0.0065  	-0.0146  	0.00194  	0.00127  	0.00625  	0.05903  	0.00943  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.3195  	-0.2584  	-0.2329  	-0.0091  	0.16700  	-0.5190  	-0.2648  	0.08875  	0.27021  	0.05205  	-0.3405  	-0.3289  	0.18989  	-0.1452  	-0.4323  	1.09205  	0.08896  	0.23482  	0.25993  	1.32322  	0.27134  	0.01485  	-0.5466  	0.53833  	0.77243  	-0.3206  	0.05884  	-0.0079  	0.08225  	0.07090  	-0.3527  	0.26318  	0.21351  	-0.1204  	0.54949  	-0.0042  	0.20174  	-0.1952  	-0.1792  	0.45340  	0.01415  	-0.0067  	-0.0594  	0.14444  	0.08862  	-0.0281  	0.05997  	-0.1519  	-0.0533  	-0.0506  	-0.0478  	-0.0460  	-0.0190  	-0.0384  	-0.0295  	-0.0240  	0.01258  	-0.0063  	-0.0142  	0.00379  	-0.0071  	-0.0037  	0.05926  	0.01174  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.3330  	-0.3108  	-0.2626  	-0.0207  	0.15833  	-0.5435  	-0.2568  	0.04957  	0.26526  	0.11638  	-0.3402  	-0.3694  	0.17705  	-0.1998  	-0.5145  	1.11348  	0.07957  	0.27445  	0.26867  	1.35266  	0.21280  	0.00610  	-0.5778  	0.51165  	0.80491  	-0.3241  	0.05200  	0.04046  	0.11904  	0.09069  	-0.3600  	0.26762  	0.19755  	-0.1194  	0.55149  	0.03359  	0.18248  	-0.2058  	-0.1716  	0.45849  	0.02355  	-0.0040  	-0.0524  	0.14838  	0.09524  	-0.0243  	0.05633  	-0.1555  	-0.0528  	-0.0488  	-0.0376  	-0.0470  	-0.0174  	-0.0434  	-0.0283  	-0.0273  	0.01506  	-0.0018  	-0.0105  	0.00091  	-0.0131  	-0.0086  	0.06572  	0.01225  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.3546  	-0.3202  	-0.2777  	-0.0327  	0.16680  	-0.5733  	-0.2470  	0.03112  	0.24805  	0.14637  	-0.3326  	-0.3913  	0.16660  	-0.2627  	-0.5659  	1.14160  	0.06748  	0.27136  	0.27875  	1.37032  	0.16143  	0.02597  	-0.6264  	0.48722  	0.85717  	-0.3372  	0.06804  	0.07225  	0.15733  	0.11070  	-0.3646  	0.28278  	0.18086  	-0.1115  	0.53410  	0.10094  	0.15997  	-0.2132  	-0.1586  	0.46232  	0.02136  	-0.0102  	-0.0472  	0.15174  	0.09776  	-0.0256  	0.04779  	-0.1556  	-0.0497  	-0.0582  	-0.0387  	-0.0507  	-0.0151  	-0.0417  	-0.0255  	-0.0297  	0.02159  	0.00100  	-0.0068  	-0.0005  	-0.0123  	-0.0054  	0.07153  	0.01536  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.3607  	-0.3270  	-0.2599  	-0.0758  	0.17039  	-0.5721  	-0.2395  	-0.0241  	0.22988  	0.19524  	-0.3080  	-0.3565  	0.12966  	-0.3386  	-0.6443  	1.20976  	0.06050  	0.29595  	0.27830  	1.36223  	0.09919  	0.00955  	-0.6249  	0.48590  	0.84943  	-0.3465  	0.05057  	0.09507  	0.18897  	0.10614  	-0.3645  	0.27218  	0.17693  	-0.1082  	0.51521  	0.12632  	0.14087  	-0.2152  	-0.1471  	0.49797  	0.04346  	-0.0135  	-0.0429  	0.15517  	0.09212  	-0.0247  	0.04270  	-0.1516  	-0.0443  	-0.0544  	-0.0422  	-0.0516  	-0.0125  	-0.0394  	-0.0233  	-0.0288  	0.02016  	-0.0067  	-0.0105  	0.00273  	-0.0106  	0.00126  	0.07369  	0.01495  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.4247  	-0.3519  	-0.2801  	-0.1190  	0.15544  	-0.5861  	-0.2371  	-0.0331  	0.23230  	0.17898  	-0.3230  	-0.3688  	0.14859  	-0.3359  	-0.6917  	1.17833  	0.07560  	0.28404  	0.28393  	1.36058  	0.07133  	0.01550  	-0.6172  	0.49092  	0.86754  	-0.3305  	0.04767  	0.10990  	0.19543  	0.10026  	-0.3536  	0.26151  	0.17040  	-0.1121  	0.49504  	0.14007  	0.12919  	-0.2245  	-0.1379  	0.50523  	0.04503  	-0.0099  	-0.0457  	0.15450  	0.09757  	-0.0255  	0.04724  	-0.1515  	-0.0429  	-0.0474  	-0.0393  	-0.0527  	-0.0128  	-0.0391  	-0.0225  	-0.0278  	0.01798  	-0.0054  	-0.0107  	0.00452  	-0.0114  	0.00195  	0.06977  	0.01564  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
-0.5450  	-0.3568  	-0.3538  	-0.1874  	0.10684  	-0.6348  	-0.2597  	-0.0389  	0.21377  	0.14411  	-0.3574  	-0.4136  	0.13994  	-0.3791  	-0.6646  	1.10279  	0.09620  	0.27335  	0.30695  	1.34564  	0.10155  	0.01653  	-0.6156  	0.49997  	0.88210  	-0.3146  	0.07131  	0.09769  	0.17903  	0.10740  	-0.3559  	0.27446  	0.15193  	-0.1240  	0.47350  	0.12603  	0.14875  	-0.2184  	-0.1522  	0.48782  	0.06134  	-0.0156  	-0.0487  	0.16174  	0.09335  	-0.0258  	0.04783  	-0.1639  	-0.0533  	-0.0493  	-0.0432  	-0.0482  	-0.0115  	-0.0334  	-0.0237  	-0.0306  	0.01585  	-0.0015  	-0.0092  	0.00813  	-0.0122  	-1.5374  	0.06482  	0.01212  	0.05166  	-0.0233  	-0.0329  	0.00634  	0.02768  	-0.4245  	1.02489  	128.378  	104.048  	
